sequence,input0_bits,input1_bits,input2_bits,input3_bits,output_bits,actuator_permille,wall_ns,device_us
85,3e4956c1,3ea00000,3ddd2f1b,3f19999a,3f18e000,597,1712084,1625
86,3e472b02,3ea00000,3dd91687,3f18d4fe,3f184000,595,1715875,1628
87,3e44ff43,3ea00000,3dd91687,3f1851ec,3f178000,592,1711500,1624
88,3e42de01,3ea00000,3dd4fdf4,3f178d50,3f16c000,589,1711209,1624
89,3e40c1fd,3ea00000,3dd2f1aa,3f16c8b4,3f162000,586,1707708,1620
90,3e3eab36,3ea00000,3dd0e560,3f160419,3f156000,583,1715875,1627
91,3e3c9eed,3ea00000,3dcccccd,3f153f7d,3f14c000,581,1708000,1620
92,3e3a92a3,3ea00000,3dcccccd,3f14bc6a,3f140000,578,1711500,1623
93,3e3890d6,3ea00000,3dc8b439,3f13f7cf,3f136000,576,1703625,1616
94,3e369446,3ea00000,3dc6a7f0,3f1374bc,3f12c000,573,1701583,1597
95,3e349cf5,3ea00000,3dc49ba6,3f12b021,3f120000,570,1678833,1591
96,3e32aae3,3ea00000,3dc28f5c,3f11eb85,3f116000,568,1683208,1596
97,3e30be0e,3ea00000,3dc08312,3f116873,3f10c000,565,1679417,1592
98,3e2ed677,3ea00000,3dbe76c9,3f10a3d7,3f102000,563,1679708,1592
99,3e2cf41f,3ea00000,3dbc6a7f,3f1020c5,3f0f8000,561,1679125,1591
100,3e2b1705,3ea00000,3dba5e35,3f0f9db2,3f0ee000,558,1680000,1592
101,3e294467,3ea00000,3db645a2,3f0ed917,3f0e4000,556,1680000,1592
102,3e2771c9,3ea00000,3db645a2,3f0e5604,3f0da000,553,1683208,1596
103,3e25a46a,3ea00000,3db43958,3f0d9168,3f0d0000,551,1677083,1590
104,3e23e187,3ea00000,3db020c5,3f0d0e56,3f0c8000,549,1682333,1596
105,3e221ea3,3ea00000,3db020c5,3f0c8b44,3f0be000,546,1676791,1590
106,3e20663c,3ea00000,3dac0831,3f0bc6a8,3f0b6000,544,1678250,1591
107,3e1eadd6,3ea00000,3dac0831,3f0b4396,3f0ac000,542,1676500,1589
108,3e1cfaad,3ea00000,3da9fbe7,3f0ac083,3f0a2000,540,1680875,1592
109,3e1b4cc2,3ea00000,3da7ef9e,3f0a3d71,3f09a000,538,1675333,1589
110,3e19a416,3ea00000,3da5e354,3f09ba5e,3f092000,536,1677666,1591
111,3e1800a8,3ea00000,3da3d70a,3f09374c,3f088000,533,1679417,1592
112,3e166278,3ea00000,3da1cac1,3f0872b0,3f080000,531,1682917,1596
113,3e14c986,3ea00000,3d9fbe77,3f07ef9e,3f076000,529,1676792,1590
114,3e1335d2,3ea00000,3d9db22d,3f076c8b,3f070000,527,1680000,1593
115,3e11a75d,3ea00000,3d9ba5e3,3f06e979,3f066000,525,1678541,1591
116,3e1018e7,3ea00000,3d9ba5e3,3f066666,3f05e000,523,1679417,1593
117,3e0e94ee,3ea00000,3d978d50,3f05e354,3f056000,521,1679708,1593
118,3e0d10f5,3ea00000,3d978d50,3f056042,3f04e000,519,1680875,1593
119,3e0b923a,3ea00000,3d958106,3f04dd2f,3f046000,517,1677958,1590
120,3e0a18bd,3ea00000,3d9374bc,3f045a1d,3f03e000,515,1680583,1594
121,3e08a47f,3ea00000,3d916873,3f03d70a,3f036000,513,1677958,1591
122,3e07357e,3ea00000,3d8f5c29,3f0353f8,3f030000,512,1681750,1595
123,3e05c67e,3ea00000,3d8f5c29,3f03126f,3f028000,510,1679417,1592
124,3e045cbc,3ea00000,3d8d4fdf,3f028f5c,3f020000,508,1676792,1590
125,3e02f838,3ea00000,3d8b4396,3f020c4a,3f018000,506,1677083,1589
126,3e0198f2,3ea00000,3d89374c,3f018937,3f012000,504,1684959,1595
127,3e0039ac,3ea00000,3d89374c,3f010625,3f00a000,502,1678250,1590
128,3dfdc9c5,3ea00000,3d851eb8,3f008312,3f004000,501,1679125,1591
129,3dfb15b5,3ea00000,3d872b02,3f004189,3eff6000,499,1678833,1591
130,3df8769f,3ea00000,3d83126f,3eff7cee,3efea000,497,1706834,1621
131,3df5e204,3ea00000,3d810625,3efe76c9,3efdc000,496,1677375,1591
132,3df34d6a,3ea00000,3d810625,3efdf3b6,3efce000,494,1679416,1592
133,3df0c34c,3ea00000,3d7df3b6,3efced91,3efc0000,492,1679709,1592
134,3dee43aa,3ea00000,3d79db23,3efbe76d,3efb4000,491,1676500,1589
135,3debc409,3ea00000,3d79db23,3efb645a,3efa6000,489,1677958,1590
136,3de94ee4,3ea00000,3d75c28f,3efa5e35,3ef98000,487,1675917,1589
137,3de6e43b,3ea00000,3d71a9fc,3ef95810,3ef8c000,486,1680000,1593
138,3de47992,3ea00000,3d71a9fc,3ef8d4fe,3ef7e000,484,1680292,1593
139,3de21965,3ea00000,3d6d9168,3ef7ced9,3ef72000,483,1676500,1590
140,3ddfc3b5,3ea00000,3d6978d5,3ef74bc7,3ef66000,481,1676500,1591
141,3ddd6e05,3ea00000,3d6978d5,3ef645a2,3ef58000,479,1677958,1590
142,3ddb2d4d,3ea00000,3d6147ae,3ef53f7d,3ef4e000,478,1682042,1594
143,3dd8e219,3ea00000,3d656042,3ef4bc6a,3ef40000,477,1676792,1589
144,3dd6abde,3ea00000,3d5d2f1b,3ef43958,3ef36000,475,1683208,1595
145,3dd475a3,3ea00000,3d5d2f1b,3ef33333,3ef2a000,474,1680583,1593
146,3dd23f68,3ea00000,3d5d2f1b,3ef2b021,3ef1e000,472,1680875,1594
147,3dd01e26,3ea00000,3d54fdf4,3ef1a9fc,3ef14000,471,1681750,1594
148,3dcdf267,3ea00000,3d591687,3ef126e9,3ef06000,469,1683209,1595
149,3dcbdba1,3ea00000,3d50e560,3ef020c5,3eefc000,468,1682625,1595
150,3dc9c4db,3ea00000,3d50e560,3eef9db2,3eef0000,467,1681750,1594
151,3dc7b891,3ea00000,3d4ccccd,3eef1aa0,3eee6000,466,1683791,1597
152,3dc5ac47,3ea00000,3d4ccccd,3eee978d,3eedc000,464,1684666,1597
153,3dc39ffd,3ea00000,3d4ccccd,3eed9168,3eed0000,463,1683209,1596
154,3dc1a8ac,3ea00000,3d449ba6,3eed0e56,3eec6000,462,1677375,1589
155,3dbfa6df,3ea00000,3d48b439,3eec8b44,3eeba000,460,1681167,1594
156,3dbdba0a,3ea00000,3d408312,3eeb851f,3eeb2000,459,1683208,1596
157,3dbbcd36,3ea00000,3d408312,3eeb020c,3eea6000,458,1683208,1595
158,3db9e061,3ea00000,3d408312,3eea7efa,3ee9c000,457,1681750,1594
159,3db7fe09,3ea00000,3d3c6a7f,3ee9fbe7,3ee92000,455,1682625,1595
160,3db6262d,3ea00000,3d3851ec,3ee8f5c3,3ee88000,454,1680292,1592
161,3db44e51,3ea00000,3d3851ec,3ee872b0,3ee7e000,453,1682333,1595
162,3db27675,3ea00000,3d3851ec,3ee7ef9e,3ee74000,452,1684375,1597
163,3db0a915,3ea00000,3d343958,3ee76c8b,3ee6c000,451,1681750,1595
164,3daee632,3ea00000,3d3020c5,3ee6e979,3ee62000,449,1677375,1589
165,3dad234f,3ea00000,3d3020c5,3ee5e354,3ee58000,448,1682625,1595
166,3dab6ae8,3ea00000,3d2c0831,3ee56042,3ee50000,447,1682334,1594
167,3da9b281,3ea00000,3d2c0831,3ee4dd2f,3ee46000,446,1682041,1594
168,3da7fa1a,3ea00000,3d2c0831,3ee45a1d,3ee3c000,445,1681167,1594
169,3da64c30,3ea00000,3d27ef9e,3ee3d70a,3ee34000,444,1683791,1596
170,3da4a8c1,3ea00000,3d23d70a,3ee353f8,3ee2c000,443,1680583,1593
171,3da30553,3ea00000,3d23d70a,3ee2d0e5,3ee22000,442,1680875,1595
172,3da161e5,3ea00000,3d23d70a,3ee24dd3,3ee1a000,441,1685250,1599
173,3d9fc8f3,3ea00000,3d1fbe77,3ee1cac1,3ee12000,440,1683209,1596
174,3d9e3001,3ea00000,3d1fbe77,3ee147ae,3ee0a000,439,1680583,1594
175,3d9ca18c,3ea00000,3d1ba5e3,3ee0c49c,3ee02000,438,1680875,1594
176,3d9b1316,3ea00000,3d1ba5e3,3ee04189,3edf8000,437,1681750,1595
177,3d9984a1,3ea00000,3d1ba5e3,3edfbe77,3edf0000,436,1680583,1593
178,3d9800a8,3ea00000,3d178d50,3edf3b64,3ede8000,435,1681458,1594
179,3d967caf,3ea00000,3d178d50,3edeb852,3ede0000,434,1680000,1593
180,3d950332,3ea00000,3d1374bc,3ede353f,3edd8000,433,1679708,1592
181,3d9389b5,3ea00000,3d1374bc,3eddb22d,3edd0000,432,1681750,1594
182,3d921ab5,3ea00000,3d0f5c29,3edd2f1b,3edca000,431,1687583,1600
183,3d90abb4,3ea00000,3d0f5c29,3edcac08,3edc0000,430,1682333,1596
184,3d8f4730,3ea00000,3d0b4396,3edc28f6,3edba000,429,1713833,1593
185,3d8dd830,3ea00000,3d0f5c29,3edba5e3,3edb0000,428,1717625,1627
186,3d8c7e28,3ea00000,3d072b02,3edb22d1,3edac000,427,1726083,1636
187,3d8b19a4,3ea00000,3d0b4396,3eda9fbe,3eda2000,426,1731916,1641
188,3d89ca19,3ea00000,3d03126f,3eda1cac,3ed9e000,426,1729875,1639
189,3d887011,3ea00000,3d072b02,3eda1cac,3ed96000,425,1730459,1640
190,3d872086,3ea00000,3d03126f,3ed9999a,3ed90000,424,1726667,1636
191,3d85d0fa,3ea00000,3d03126f,3ed91687,3ed88000,423,1723750,1633
192,3d84816f,3ea00000,3d03126f,3ed89375,3ed80000,422,1730750,1643
193,3d833c60,3ea00000,3cfdf3b6,3ed81062,3ed7a000,421,1731625,1644
194,3d81f751,3ea00000,3cfdf3b6,3ed78d50,3ed72000,420,1729291,1641
195,3d80bcbe,3ea00000,3cf5c28f,3ed70a3d,3ed6c000,419,1728125,1641
196,3d7f0457,3ea00000,3cf5c28f,3ed6872b,3ed66000,419,1728708,1641
197,3d7c8f32,3ea00000,3cf5c28f,3ed6872b,3ed5e000,418,1729875,1642
198,3d7a2f06,3ea00000,3ced9168,3ed60419,3ed5a000,417,1726083,1638
199,3d77ced9,3ea00000,3ced9168,3ed58106,3ed52000,416,1728416,1641
200,3d756ead,3ea00000,3ced9168,3ed4fdf4,3ed4c000,416,1724042,1636
201,3d732379,3ea00000,3ce56042,3ed4fdf4,3ed48000,415,1679708,1592
202,3d70d845,3ea00000,3ce56042,3ed47ae1,3ed40000,414,1732208,1644
203,3d6e8d11,3ea00000,3ce56042,3ed3f7cf,3ed3a000,413,1726667,1639
204,3d6c56d6,3ea00000,3cdd2f1b,3ed374bc,3ed34000,413,1754666,1637
205,3d6a209b,3ea00000,3cdd2f1b,3ed374bc,3ed2e000,412,1754958,1666
206,3d67ea60,3ea00000,3cdd2f1b,3ed2f1aa,3ed28000,411,1759917,1670
207,3d65c91d,3ea00000,3cd4fdf4,3ed26e98,3ed24000,411,1765167,1675
208,3d6392e2,3ea00000,3cdd2f1b,3ed26e98,3ed1c000,410,1764000,1673
209,3d61719f,3ea00000,3cd4fdf4,3ed1eb85,3ed18000,409,1765750,1677
210,3d5f6556,3ea00000,3ccccccd,3ed16873,3ed12000,408,1759334,1669
211,3d5d590c,3ea00000,3ccccccd,3ed0e560,3ed0c000,408,1756416,1666
212,3d5b4cc2,3ea00000,3ccccccd,3ed0e560,3ed06000,407,1768083,1680
213,3d594079,3ea00000,3ccccccd,3ed0624e,3ed00000,406,1761375,1673
214,3d574928,3ea00000,3cc49ba6,3ecfdf3b,3ecfc000,406,1749708,1662
215,3d553cde,3ea00000,3ccccccd,3ecfdf3b,3ecf6000,405,1754083,1667
216,3d535a86,3ea00000,3cbc6a7f,3ecf5c29,3ecf2000,405,1747375,1634
217,3d516335,3ea00000,3cc49ba6,3ecf5c29,3ecec000,404,1722583,1635
218,3d4f80dc,3ea00000,3cbc6a7f,3eced917,3ece8000,403,1717625,1630
219,3d4d9e84,3ea00000,3cbc6a7f,3ece5604,3ece2000,403,1714709,1627
220,3d4bbc2c,3ea00000,3cbc6a7f,3ece5604,3ecde000,402,1717333,1630
221,3d49d9d3,3ea00000,3cbc6a7f,3ecdd2f2,3ecd8000,401,1722000,1634
222,3d480c74,3ea00000,3cb43958,3ecd4fdf,3ecd4000,401,1723458,1636
223,3d463f14,3ea00000,3cb43958,3ecd4fdf,3ecce000,400,1721125,1633
224,3d4471b4,3ea00000,3cb43958,3ecccccd,3ecca000,400,1723750,1635
225,3d42b94e,3ea00000,3cac0831,3ecccccd,3ecc6000,399,1723750,1636
226,3d4100e7,3ea00000,3cac0831,3ecc49ba,3ecc2000,399,1723458,1636
227,3d3f3387,3ea00000,3cb43958,3ecc49ba,3ecbc000,398,1720542,1633
228,3d3d9019,3ea00000,3ca3d70a,3ecbc6a8,3ecb8000,397,1719083,1632
229,3d3bd7b2,3ea00000,3cac0831,3ecb4396,3ecb2000,397,1718500,1631
230,3d3a3444,3ea00000,3ca3d70a,3ecb4396,3ecb0000,396,1718791,1631
231,3d3890d6,3ea00000,3ca3d70a,3ecac083,3ecaa000,396,1719083,1631
232,3d36ed67,3ea00000,3ca3d70a,3ecac083,3eca6000,395,1715000,1628
233,3d3549f9,3ea00000,3ca3d70a,3eca3d71,3eca0000,395,1717917,1630
234,3d33bb84,3ea00000,3c9ba5e3,3eca3d71,3ec9e000,394,1714417,1627
235,3d322d0e,3ea00000,3c9ba5e3,3ec9ba5e,3ec9a000,394,1711791,1624
236,3d309e99,3ea00000,3c9ba5e3,3ec9ba5e,3ec96000,393,1707708,1620
237,3d2f1023,3ea00000,3c9ba5e3,3ec9374c,3ec90000,393,1703333,1616
238,3d2d96a7,3ea00000,3c9374bc,3ec9374c,3ec8e000,392,1677375,1590
239,3d2c0831,3ea00000,3c9ba5e3,3ec8b439,3ec88000,392,1675917,1590
240,3d2a8eb4,3ea00000,3c9374bc,3ec8b439,3ec86000,391,1677375,1590
241,3d291538,3ea00000,3c9374bc,3ec83127,3ec82000,391,1677667,1590
242,3d27b0b4,3ea00000,3c8b4396,3ec83127,3ec7e000,390,1679709,1592
243,3d263737,3ea00000,3c9374bc,3ec7ae14,3ec78000,390,1677959,1590
244,3d24d2b3,3ea00000,3c8b4396,3ec7ae14,3ec76000,389,1677083,1589
245,3d236e2f,3ea00000,3c8b4396,3ec72b02,3ec72000,389,1677667,1591
246,3d2209ab,3ea00000,3c8b4396,3ec72b02,3ec6e000,388,1678833,1591
247,3d20ba1f,3ea00000,3c83126f,3ec6a7f0,3ec6c000,388,1676500,1589
248,3d1f559b,3ea00000,3c8b4396,3ec6a7f0,3ec66000,387,1676208,1589
249,3d1e0610,3ea00000,3c83126f,3ec624dd,3ec64000,387,1677959,1590
250,3d1cb685,3ea00000,3c83126f,3ec624dd,3ec60000,387,1677375,1590
251,3d1b66f9,3ea00000,3c83126f,3ec624dd,3ec5c000,386,1676500,1589
252,3d1a176e,3ea00000,3c83126f,3ec5a1cb,3ec58000,386,1679708,1593
253,3d18dcdb,3ea00000,3c75c28f,3ec5a1cb,3ec58000,386,1680583,1593
254,3d178d50,3ea00000,3c83126f,3ec5a1cb,3ec52000,385,1679708,1593
255,3d1652bd,3ea00000,3c75c28f,3ec51eb8,3ec50000,385,1679417,1592
256,3d15182b,3ea00000,3c75c28f,3ec51eb8,3ec4c000,384,1676500,1590
257,3d13dd98,3ea00000,3c75c28f,3ec49ba6,3ec48000,384,1676208,1589
258,3d12a305,3ea00000,3c75c28f,3ec49ba6,3ec46000,384,1677375,1591
259,3d117d6b,3ea00000,3c656042,3ec49ba6,3ec44000,383,1704500,1594
260,3d1042d9,3ea00000,3c75c28f,3ec41893,3ec3e000,383,1700708,1611
261,3d0f1d3f,3ea00000,3c656042,3ec41893,3ec3c000,382,1707125,1616
262,3d0df7a5,3ea00000,3c656042,3ec39581,3ec3a000,382,1712666,1622
263,3d0cd20b,3ea00000,3c656042,3ec39581,3ec36000,382,1716167,1625
264,3d0bac71,3ea00000,3c656042,3ec39581,3ec32000,381,1708875,1618
265,3d0a9bd0,3ea00000,3c54fdf4,3ec3126f,3ec30000,381,1716458,1626
266,3d097636,3ea00000,3c656042,3ec3126f,3ec2c000,380,1705958,1616
267,3d086595,3ea00000,3c54fdf4,3ec28f5c,3ec2a000,380,1714709,1627
268,3d0754f3,3ea00000,3c54fdf4,3ec28f5c,3ec28000,380,1710041,1622
269,3d064452,3ea00000,3c54fdf4,3ec28f5c,3ec24000,379,1715584,1628
270,3d0533b1,3ea00000,3c54fdf4,3ec20c4a,3ec22000,379,1711208,1624
271,3d043809,3ea00000,3c449ba6,3ec20c4a,3ec20000,379,1717917,1630
272,3d032767,3ea00000,3c54fdf4,3ec20c4a,3ec1c000,378,1717333,1630
273,3d022bbf,3ea00000,3c449ba6,3ec18937,3ec1a000,378,1715584,1628
274,3d013016,3ea00000,3c449ba6,3ec18937,3ec18000,378,1710916,1624
275,3d00346e,3ea00000,3c449ba6,3ec18937,3ec14000,377,1718208,1630
276,3cfe718b,3ea00000,3c449ba6,3ec10625,3ec12000,377,1710917,1622
277,3cfc7a3a,3ea00000,3c449ba6,3ec10625,3ec0e000,377,1718500,1631
278,3cfa82e8,3ea00000,3c449ba6,3ec10625,3ec0c000,376,1713542,1626
279,3cf8b589,3ea00000,3c343958,3ec08312,3ec0a000,376,1717042,1629
280,3cf6e829,3ea00000,3c343958,3ec08312,3ec08000,376,1715000,1628
281,3cf4f0d8,3ea00000,3c449ba6,3ec08312,3ec04000,375,1719667,1632
282,3cf32379,3ea00000,3c343958,3ec00000,3ec02000,375,1715000,1627
283,3cf15619,3ea00000,3c343958,3ec00000,3ec00000,375,1717333,1629
284,3cef88b9,3ea00000,3c343958,3ec00000,3ebfe000,375,1712375,1624
285,3cede54b,3ea00000,3c23d70a,3ec00000,3ebfe000,375,1717041,1629
286,3cec17ec,3ea00000,3c343958,3ec00000,3ebfa000,374,1707125,1620
287,3cea4a8c,3ea00000,3c343958,3ebf7cee,3ebf6000,374,1706250,1618
288,3ce8a71e,3ea00000,3c23d70a,3ebf7cee,3ebf6000,374,1710625,1623
289,3ce6d9be,3ea00000,3c343958,3ebf7cee,3ebf2000,373,1711209,1624
290,3ce53650,3ea00000,3c23d70a,3ebef9db,3ebf0000,373,1705958,1619
291,3ce392e2,3ea00000,3c23d70a,3ebef9db,3ebee000,373,1707125,1619
292,3ce1ef74,3ea00000,3c23d70a,3ebef9db,3ebec000,373,1702458,1599
293,3ce04c06,3ea00000,3c23d70a,3ebef9db,3ebea000,372,1678250,1592
294,3cded289,3ea00000,3c1374bc,3ebe76c9,3ebe8000,372,1675041,1588
295,3cdd2f1b,3ea00000,3c23d70a,3ebe76c9,3ebe4000,372,1677958,1591
296,3cdbb59e,3ea00000,3c1374bc,3ebe76c9,3ebe4000,372,1673583,1587
297,3cda1230,3ea00000,3c23d70a,3ebe76c9,3ebe2000,371,1677666,1590
298,3cd898b3,3ea00000,3c1374bc,3ebdf3b6,3ebe0000,371,1673292,1586
299,3cd71f36,3ea00000,3c1374bc,3ebdf3b6,3ebde000,371,1678542,1591
300,3cd5a5b9,3ea00000,3c1374bc,3ebdf3b6,3ebdc000,371,1675041,1588
301,3cd4024b,3ea00000,3c23d70a,3ebdf3b6,3ebd8000,370,1681750,1595
302,3cd2b2c0,3ea00000,3c03126f,3ebd70a4,3ebd8000,370,1680875,1593
303,3cd13943,3ea00000,3c1374bc,3ebd70a4,3ebd6000,370,1678250,1591
304,3ccfbfc6,3ea00000,3c1374bc,3ebd70a4,3ebd4000,370,1673875,1588
305,3cce703b,3ea00000,3c03126f,3ebd70a4,3ebd4000,370,1679709,1592
306,3cccf6be,3ea00000,3c1374bc,3ebd70a4,3ebd0000,369,1673875,1587
307,3ccba733,3ea00000,3c03126f,3ebced91,3ebce000,369,1678250,1591
308,3cca2db6,3ea00000,3c1374bc,3ebced91,3ebcc000,369,1677666,1590
309,3cc8de2b,3ea00000,3c03126f,3ebced91,3ebcc000,369,1676208,1589
310,3cc78e9f,3ea00000,3c03126f,3ebced91,3ebca000,368,1675625,1589
311,3cc63f14,3ea00000,3c03126f,3ebc6a7f,3ebc6000,368,1678542,1591
312,3cc4ef89,3ea00000,3c03126f,3ebc6a7f,3ebc6000,368,1680000,1593
313,3cc39ffd,3ea00000,3c03126f,3ebc6a7f,3ebc4000,368,1680000,1592
